73 , https://atcoder.jp/contests/abc145/tasks/abc145_d
74 , https://atcoder.jp/contests/abc021/tasks/abc021_d
75 , https://atcoder.jp/contests/abc149/tasks/abc149_f
76 , https://atcoder.jp/contests/nikkei2019-final/tasks/nikkei2019_final_a
77 , https://atcoder.jp/contests/joi2010ho/tasks/joi2010ho_a
78 , https://atcoder.jp/contests/joi2011ho/tasks/joi2011ho1
79 , https://atcoder.jp/contests/abc106/tasks/abc106_d
80 , https://atcoder.jp/contests/gigacode-2019/tasks/gigacode_2019_d
81 , https://atcoder.jp/contests/abc014/tasks/abc014_3
82 , http://judge.u-aizu.ac.jp/onlinejudge/description.jsp?id=2013
83 , https://atcoder.jp/contests/joi2015ho/tasks/joi2015ho_a
84 , https://atcoder.jp/contests/joi2012ho/tasks/joi2012ho4
85 , http://judge.u-aizu.ac.jp/onlinejudge/description.jsp?id=DSL_1_A&lang=ja
86 , https://atcoder.jp/contests/abc075/tasks/abc075_c?lang=ja
87 , https://atcoder.jp/contests/abc120/tasks/abc120_d
88 , https://atcoder.jp/contests/joi2008ho/tasks/joi2008ho_a
89 , https://atcoder.jp/contests/joi2013ho/tasks/joi2013ho1
90 , https://atcoder.jp/contests/s8pc-5/tasks/s8pc_5_b
91 , https://atcoder.jp/contests/abc144/tasks/abc144_d
92 , http://judge.u-aizu.ac.jp/onlinejudge/description.jsp?id=1193&lang=jp
93 , https://atcoder.jp/contests/s8pc-3/tasks/s8pc_3_b
94 , http://judge.u-aizu.ac.jp/onlinejudge/description.jsp?id=1149&lang=jp
95 , https://atcoder.jp/contests/abc149/tasks/abc149_b
96 , https://atcoder.jp/contests/abc139/tasks/abc139_d
97 , https://atcoder.jp/contests/abc150/tasks/abc150_d
98 , https://atcoder.jp/contests/sumitrust2019/tasks/sumitb2019_e
99 , https://atcoder.jp/contests/ddcc2020-qual/tasks/ddcc2020_qual_d
100 , https://atcoder.jp/contests/tenka1-2018-beginner/tasks/tenka1_2018_d
